left;top;right;bottom
1238653,497;5878423,316;1238781,497;5878295,316
1238653,497;5878295,316;1238781,497;5878167,316
1238653,497;5878167,316;1238781,497;5878039,316
1238653,497;5878039,316;1238781,497;5877911,316
1238653,497;5877911,316;1238781,497;5877783,316
1238653,497;5877783,316;1238781,497;5877655,316
1238653,497;5877655,316;1238781,497;5877527,316
1238653,497;5877527,316;1238781,497;5877399,316
1238653,497;5877399,316;1238781,497;5877271,316
1238653,497;5877271,316;1238781,497;5877143,316
1238653,497;5877143,316;1238781,497;5877015,316
1238653,497;5877015,316;1238781,497;5876887,316
1238653,497;5876887,316;1238781,497;5876759,316
1238653,497;5876759,316;1238781,497;5876631,316
1238653,497;5876631,316;1238781,497;5876503,316
1238653,497;5876503,316;1238781,497;5876375,316
1238653,497;5876375,316;1238781,497;5876247,316
1238653,497;5876247,316;1238781,497;5876119,316
1238653,497;5876119,316;1238781,497;5875991,316
1238653,497;5875991,316;1238781,497;5875863,316
1238653,497;5875863,316;1238781,497;5875735,316
1238653,497;5875735,316;1238781,497;5875607,316
1238653,497;5875607,316;1238781,497;5875479,316
1238653,497;5875479,316;1238781,497;5875351,316
1238653,497;5875351,316;1238781,497;5875223,316
1238653,497;5875223,316;1238781,497;5875095,316
1238653,497;5875095,316;1238781,497;5874967,316
1238653,497;5874967,316;1238781,497;5874839,316
1238653,497;5874839,316;1238781,497;5874711,316
1238653,497;5874711,316;1238781,497;5874583,316
1238653,497;5874583,316;1238781,497;5874455,316
1238653,497;5874455,316;1238781,497;5874327,316
1238653,497;5874327,316;1238781,497;5874199,316
1238653,497;5874199,316;1238781,497;5874071,316
1238653,497;5874071,316;1238781,497;5873943,316
1238653,497;5873943,316;1238781,497;5873815,316
1238653,497;5873815,316;1238781,497;5873687,316
1238653,497;5873687,316;1238781,497;5873559,316
1238653,497;5873559,316;1238781,497;5873431,316
1238653,497;5873431,316;1238781,497;5873303,316
1238653,497;5873303,316;1238781,497;5873175,316
1238653,497;5873175,316;1238781,497;5873047,316
1238653,497;5873047,316;1238781,497;5872919,316
1238653,497;5872919,316;1238781,497;5872791,316
1238653,497;5872791,316;1238781,497;5872663,316
1238653,497;5872663,316;1238781,497;5872535,316
1238653,497;5872535,316;1238781,497;5872407,316
1238781,497;5881623,316;1238909,497;5881495,316
1238781,497;5881495,316;1238909,497;5881367,316
1238781,497;5881367,316;1238909,497;5881239,316
1238781,497;5881239,316;1238909,497;5881111,316
1238781,497;5881111,316;1238909,497;5880983,316
1238781,497;5880983,316;1238909,497;5880855,316
1238781,497;5880855,316;1238909,497;5880727,316
1238781,497;5880727,316;1238909,497;5880599,316
1238781,497;5880599,316;1238909,497;5880471,316
1238781,497;5880471,316;1238909,497;5880343,316
1238781,497;5880343,316;1238909,497;5880215,316
1238781,497;5880215,316;1238909,497;5880087,316
1238781,497;5880087,316;1238909,497;5879959,316
1238781,497;5879959,316;1238909,497;5879831,316
1238781,497;5879831,316;1238909,497;5879703,316
1238781,497;5879703,316;1238909,497;5879575,316
1238781,497;5879575,316;1238909,497;5879447,316
1238781,497;5879447,316;1238909,497;5879319,316
1238781,497;5879319,316;1238909,497;5879191,316
1238781,497;5879191,316;1238909,497;5879063,316
1238781,497;5879063,316;1238909,497;5878935,316
1238781,497;5878935,316;1238909,497;5878807,316
1238781,497;5878807,316;1238909,497;5878679,316
1238781,497;5878423,316;1238909,497;5878295,316
1238781,497;5878295,316;1238909,497;5878167,316
1238781,497;5878167,316;1238909,497;5878039,316
1238781,497;5878039,316;1238909,497;5877911,316
1238781,497;5877911,316;1238909,497;5877783,316
1238781,497;5877783,316;1238909,497;5877655,316
1238781,497;5877655,316;1238909,497;5877527,316
1238781,497;5877527,316;1238909,497;5877399,316
1238781,497;5877399,316;1238909,497;5877271,316
1238781,497;5877271,316;1238909,497;5877143,316
1238781,497;5877143,316;1238909,497;5877015,316
1238781,497;5877015,316;1238909,497;5876887,316
1238781,497;5876887,316;1238909,497;5876759,316
1238781,497;5876759,316;1238909,497;5876631,316
1238781,497;5876631,316;1238909,497;5876503,316
1238781,497;5876503,316;1238909,497;5876375,316
1238781,497;5876375,316;1238909,497;5876247,316
1238781,497;5876247,316;1238909,497;5876119,316
1238781,497;5876119,316;1238909,497;5875991,316
1238781,497;5875991,316;1238909,497;5875863,316
1238781,497;5875863,316;1238909,497;5875735,316
1238781,497;5875735,316;1238909,497;5875607,316
1238781,497;5875607,316;1238909,497;5875479,316
1238781,497;5875479,316;1238909,497;5875351,316
1238781,497;5875351,316;1238909,497;5875223,316
1238781,497;5875223,316;1238909,497;5875095,316
1238781,497;5875095,316;1238909,497;5874967,316
1238781,497;5874967,316;1238909,497;5874839,316
1238781,497;5874839,316;1238909,497;5874711,316
1238781,497;5874711,316;1238909,497;5874583,316
1238781,497;5874583,316;1238909,497;5874455,316
1238781,497;5874455,316;1238909,497;5874327,316
1238781,497;5874327,316;1238909,497;5874199,316
1238781,497;5874199,316;1238909,497;5874071,316
1238781,497;5874071,316;1238909,497;5873943,316
1238781,497;5873943,316;1238909,497;5873815,316
1238781,497;5873815,316;1238909,497;5873687,316
1238781,497;5873687,316;1238909,497;5873559,316
1238781,497;5873559,316;1238909,497;5873431,316
1238781,497;5873431,316;1238909,497;5873303,316
1238781,497;5873303,316;1238909,497;5873175,316
1238781,497;5873175,316;1238909,497;5873047,316
1238781,497;5873047,316;1238909,497;5872919,316
1238781,497;5872919,316;1238909,497;5872791,316
1238781,497;5872791,316;1238909,497;5872663,316
1238781,497;5872663,316;1238909,497;5872535,316
1238781,497;5872535,316;1238909,497;5872407,316
1238909,497;5881623,316;1239037,497;5881495,316
1238909,497;5881495,316;1239037,497;5881367,316
1238909,497;5881367,316;1239037,497;5881239,316
1238909,497;5881239,316;1239037,497;5881111,316
1238909,497;5881111,316;1239037,497;5880983,316
1238909,497;5880983,316;1239037,497;5880855,316
1238909,497;5880855,316;1239037,497;5880727,316
1238909,497;5880727,316;1239037,497;5880599,316
1238909,497;5880599,316;1239037,497;5880471,316
1238909,497;5880471,316;1239037,497;5880343,316
1238909,497;5880343,316;1239037,497;5880215,316
1238909,497;5880215,316;1239037,497;5880087,316
1238909,497;5880087,316;1239037,497;5879959,316
1238909,497;5879959,316;1239037,497;5879831,316
1238909,497;5879831,316;1239037,497;5879703,316
1238909,497;5879703,316;1239037,497;5879575,316
1238909,497;5879575,316;1239037,497;5879447,316
1238909,497;5879447,316;1239037,497;5879319,316
1238909,497;5879319,316;1239037,497;5879191,316
1238909,497;5879191,316;1239037,497;5879063,316
1238909,497;5879063,316;1239037,497;5878935,316
1238909,497;5878935,316;1239037,497;5878807,316
1238909,497;5878807,316;1239037,497;5878679,316
1238909,497;5878679,316;1239037,497;5878551,316
1238909,497;5878551,316;1239037,497;5878423,316
1238909,497;5878423,316;1239037,497;5878295,316
1238909,497;5878295,316;1239037,497;5878167,316
1238909,497;5878167,316;1239037,497;5878039,316
1238909,497;5878039,316;1239037,497;5877911,316
1238909,497;5877911,316;1239037,497;5877783,316
1238909,497;5877783,316;1239037,497;5877655,316
1238909,497;5877655,316;1239037,497;5877527,316
1238909,497;5877527,316;1239037,497;5877399,316
1238909,497;5877399,316;1239037,497;5877271,316
1238909,497;5877271,316;1239037,497;5877143,316
1238909,497;5877143,316;1239037,497;5877015,316
1238909,497;5877015,316;1239037,497;5876887,316
1238909,497;5876887,316;1239037,497;5876759,316
1238909,497;5876759,316;1239037,497;5876631,316
1238909,497;5876631,316;1239037,497;5876503,316
1238909,497;5876503,316;1239037,497;5876375,316
1238909,497;5876375,316;1239037,497;5876247,316
1238909,497;5876247,316;1239037,497;5876119,316
1238909,497;5876119,316;1239037,497;5875991,316
1238909,497;5875991,316;1239037,497;5875863,316
1238909,497;5875863,316;1239037,497;5875735,316
1238909,497;5875735,316;1239037,497;5875607,316
1238909,497;5875607,316;1239037,497;5875479,316
1238909,497;5875479,316;1239037,497;5875351,316
1238909,497;5875351,316;1239037,497;5875223,316
1238909,497;5875223,316;1239037,497;5875095,316
1238909,497;5875095,316;1239037,497;5874967,316
1238909,497;5874967,316;1239037,497;5874839,316
1238909,497;5874839,316;1239037,497;5874711,316
1238909,497;5874711,316;1239037,497;5874583,316
1238909,497;5874583,316;1239037,497;5874455,316
1238909,497;5874455,316;1239037,497;5874327,316
1238909,497;5874327,316;1239037,497;5874199,316
1238909,497;5874199,316;1239037,497;5874071,316
1238909,497;5874071,316;1239037,497;5873943,316
1238909,497;5873943,316;1239037,497;5873815,316
1238909,497;5873815,316;1239037,497;5873687,316
1238909,497;5873687,316;1239037,497;5873559,316
1238909,497;5873559,316;1239037,497;5873431,316
1238909,497;5873431,316;1239037,497;5873303,316
1238909,497;5873303,316;1239037,497;5873175,316
1238909,497;5873175,316;1239037,497;5873047,316
1238909,497;5873047,316;1239037,497;5872919,316
1238909,497;5872919,316;1239037,497;5872791,316
1238909,497;5872791,316;1239037,497;5872663,316
1238909,497;5872663,316;1239037,497;5872535,316
1238909,497;5872535,316;1239037,497;5872407,316
1238909,497;5872407,316;1239037,497;5872279,316
1239037,497;5881623,316;1239165,497;5881495,316
1239037,497;5881495,316;1239165,497;5881367,316
1239037,497;5881367,316;1239165,497;5881239,316
1239037,497;5881239,316;1239165,497;5881111,316
1239037,497;5881111,316;1239165,497;5880983,316
1239037,497;5880983,316;1239165,497;5880855,316
1239037,497;5880855,316;1239165,497;5880727,316
1239037,497;5880727,316;1239165,497;5880599,316
1239037,497;5880599,316;1239165,497;5880471,316
1239037,497;5880471,316;1239165,497;5880343,316
1239037,497;5880343,316;1239165,497;5880215,316
1239037,497;5880215,316;1239165,497;5880087,316
1239037,497;5880087,316;1239165,497;5879959,316
1239037,497;5879959,316;1239165,497;5879831,316
1239037,497;5879831,316;1239165,497;5879703,316
1239037,497;5879703,316;1239165,497;5879575,316
1239037,497;5879575,316;1239165,497;5879447,316
1239037,497;5879447,316;1239165,497;5879319,316
1239037,497;5879319,316;1239165,497;5879191,316
1239037,497;5879191,316;1239165,497;5879063,316
1239037,497;5879063,316;1239165,497;5878935,316
1239037,497;5878935,316;1239165,497;5878807,316
1239037,497;5878807,316;1239165,497;5878679,316
1239037,497;5878679,316;1239165,497;5878551,316
1239037,497;5878551,316;1239165,497;5878423,316
1239037,497;5878423,316;1239165,497;5878295,316
1239037,497;5878295,316;1239165,497;5878167,316
1239037,497;5878167,316;1239165,497;5878039,316
1239037,497;5878039,316;1239165,497;5877911,316
1239037,497;5877911,316;1239165,497;5877783,316
1239037,497;5877783,316;1239165,497;5877655,316
1239037,497;5877655,316;1239165,497;5877527,316
1239037,497;5877527,316;1239165,497;5877399,316
1239037,497;5877399,316;1239165,497;5877271,316
1239037,497;5877271,316;1239165,497;5877143,316
1239037,497;5877143,316;1239165,497;5877015,316
1239037,497;5877015,316;1239165,497;5876887,316
1239037,497;5876887,316;1239165,497;5876759,316
1239037,497;5876759,316;1239165,497;5876631,316
1239037,497;5876631,316;1239165,497;5876503,316
1239037,497;5876503,316;1239165,497;5876375,316
1239037,497;5876375,316;1239165,497;5876247,316
1239037,497;5876247,316;1239165,497;5876119,316
1239037,497;5876119,316;1239165,497;5875991,316
1239037,497;5875991,316;1239165,497;5875863,316
1239037,497;5875863,316;1239165,497;5875735,316
1239037,497;5875735,316;1239165,497;5875607,316
1239037,497;5875607,316;1239165,497;5875479,316
1239037,497;5875479,316;1239165,497;5875351,316
1239037,497;5875351,316;1239165,497;5875223,316
1239037,497;5875223,316;1239165,497;5875095,316
1239037,497;5875095,316;1239165,497;5874967,316
1239037,497;5874967,316;1239165,497;5874839,316
1239037,497;5874839,316;1239165,497;5874711,316
1239037,497;5874711,316;1239165,497;5874583,316
1239037,497;5874583,316;1239165,497;5874455,316
1239037,497;5874455,316;1239165,497;5874327,316
1239037,497;5874327,316;1239165,497;5874199,316
1239037,497;5874199,316;1239165,497;5874071,316
1239037,497;5874071,316;1239165,497;5873943,316
1239037,497;5873943,316;1239165,497;5873815,316
1239037,497;5873815,316;1239165,497;5873687,316
1239037,497;5873687,316;1239165,497;5873559,316
1239037,497;5873559,316;1239165,497;5873431,316
1239037,497;5873431,316;1239165,497;5873303,316
1239037,497;5873303,316;1239165,497;5873175,316
1239037,497;5873175,316;1239165,497;5873047,316
1239037,497;5873047,316;1239165,497;5872919,316
1239037,497;5872919,316;1239165,497;5872791,316
1239037,497;5872791,316;1239165,497;5872663,316
1239037,497;5872663,316;1239165,497;5872535,316
1239165,497;5881623,316;1239293,497;5881495,316
1239165,497;5881495,316;1239293,497;5881367,316
1239165,497;5881367,316;1239293,497;5881239,316
1239165,497;5881239,316;1239293,497;5881111,316
1239165,497;5881111,316;1239293,497;5880983,316
1239165,497;5880983,316;1239293,497;5880855,316
1239165,497;5880855,316;1239293,497;5880727,316
1239165,497;5880727,316;1239293,497;5880599,316
1239165,497;5880599,316;1239293,497;5880471,316
1239165,497;5880471,316;1239293,497;5880343,316
1239165,497;5880343,316;1239293,497;5880215,316
1239165,497;5880215,316;1239293,497;5880087,316
1239165,497;5880087,316;1239293,497;5879959,316
1239165,497;5879959,316;1239293,497;5879831,316
1239165,497;5879831,316;1239293,497;5879703,316
1239165,497;5879703,316;1239293,497;5879575,316
1239165,497;5879575,316;1239293,497;5879447,316
1239165,497;5879447,316;1239293,497;5879319,316
1239165,497;5879319,316;1239293,497;5879191,316
1239165,497;5879191,316;1239293,497;5879063,316
1239165,497;5879063,316;1239293,497;5878935,316
1239165,497;5878935,316;1239293,497;5878807,316
1239165,497;5878807,316;1239293,497;5878679,316
1239165,497;5878679,316;1239293,497;5878551,316
1239165,497;5878551,316;1239293,497;5878423,316
1239165,497;5878423,316;1239293,497;5878295,316
1239165,497;5878295,316;1239293,497;5878167,316
1239165,497;5878167,316;1239293,497;5878039,316
1239165,497;5878039,316;1239293,497;5877911,316
1239165,497;5877911,316;1239293,497;5877783,316
1239165,497;5877783,316;1239293,497;5877655,316
1239165,497;5877655,316;1239293,497;5877527,316
1239165,497;5877527,316;1239293,497;5877399,316
1239165,497;5877399,316;1239293,497;5877271,316
1239165,497;5877271,316;1239293,497;5877143,316
1239165,497;5877143,316;1239293,497;5877015,316
1239165,497;5877015,316;1239293,497;5876887,316
1239165,497;5876887,316;1239293,497;5876759,316
1239165,497;5876759,316;1239293,497;5876631,316
1239165,497;5876631,316;1239293,497;5876503,316
1239165,497;5876503,316;1239293,497;5876375,316
1239165,497;5876375,316;1239293,497;5876247,316
1239165,497;5876247,316;1239293,497;5876119,316
1239165,497;5876119,316;1239293,497;5875991,316
1239165,497;5875991,316;1239293,497;5875863,316
1239165,497;5875863,316;1239293,497;5875735,316
1239165,497;5875735,316;1239293,497;5875607,316
1239165,497;5875607,316;1239293,497;5875479,316
1239165,497;5875479,316;1239293,497;5875351,316
1239165,497;5875351,316;1239293,497;5875223,316
1239165,497;5875223,316;1239293,497;5875095,316
1239165,497;5875095,316;1239293,497;5874967,316
1239165,497;5874967,316;1239293,497;5874839,316
1239165,497;5874839,316;1239293,497;5874711,316
1239165,497;5874711,316;1239293,497;5874583,316
1239165,497;5874583,316;1239293,497;5874455,316
1239165,497;5874455,316;1239293,497;5874327,316
1239165,497;5874327,316;1239293,497;5874199,316
1239165,497;5874199,316;1239293,497;5874071,316
1239165,497;5874071,316;1239293,497;5873943,316
1239165,497;5873943,316;1239293,497;5873815,316
1239165,497;5873815,316;1239293,497;5873687,316
1239165,497;5873687,316;1239293,497;5873559,316
1239165,497;5873559,316;1239293,497;5873431,316
1239165,497;5873431,316;1239293,497;5873303,316
1239165,497;5873303,316;1239293,497;5873175,316
1239165,497;5873175,316;1239293,497;5873047,316
1239165,497;5873047,316;1239293,497;5872919,316
1239165,497;5872919,316;1239293,497;5872791,316
1239293,497;5881495,316;1239421,497;5881367,316
1239293,497;5881367,316;1239421,497;5881239,316
1239293,497;5881239,316;1239421,497;5881111,316
1239293,497;5881111,316;1239421,497;5880983,316
1239293,497;5880983,316;1239421,497;5880855,316
1239293,497;5880855,316;1239421,497;5880727,316
1239293,497;5880727,316;1239421,497;5880599,316
1239293,497;5880599,316;1239421,497;5880471,316
1239293,497;5880471,316;1239421,497;5880343,316
1239293,497;5880343,316;1239421,497;5880215,316
1239293,497;5880215,316;1239421,497;5880087,316
1239293,497;5880087,316;1239421,497;5879959,316
1239293,497;5879959,316;1239421,497;5879831,316
1239293,497;5879831,316;1239421,497;5879703,316
1239293,497;5879703,316;1239421,497;5879575,316
1239293,497;5879575,316;1239421,497;5879447,316
1239293,497;5879447,316;1239421,497;5879319,316
1239293,497;5879319,316;1239421,497;5879191,316
1239293,497;5879191,316;1239421,497;5879063,316
1239293,497;5879063,316;1239421,497;5878935,316
1239293,497;5878935,316;1239421,497;5878807,316
1239293,497;5878807,316;1239421,497;5878679,316
1239293,497;5878679,316;1239421,497;5878551,316
1239293,497;5878551,316;1239421,497;5878423,316
1239293,497;5878423,316;1239421,497;5878295,316
1239293,497;5878295,316;1239421,497;5878167,316
